写	4943588
越	4934511
不断	4917307
基金	4913266
改革	4907306
国内	4905626
拿	4903114
基本	4892990
力	4877765
站	4876405
建立	4860074
曾	4853783
商	4853106
原因	4817909
进	4814607
分析	4802670
卡	4800229
如何	4786911
直接	4763415
不知道	4744474
门	4739059
基础	4735162
度	4723348
—	4721937
任何	4715610
少	4710056
送	4686241
一般	4685653
国	4684995
加强	4679264
子	4674640
非	4668866
经过	4663309
工程	4657909
金	4654068
治疗	4645056
完	4639664
形成	4635389
即	4635250
网络	4634842
级	4629630
小时	4629165
机会	4613507
准备	4607197
接受	4588777
明显	4581171
努力	4574518
最大	4570225
花	4562491
您	4560428
消息	4560175
甚至	4544850
制度	4544274
行业	4542641
别人	4535410
那些	4520517
完全	4517556
调查	4506783
地区	4505793
群众	4490714
阿	4486961
或者	4486147
更多	4478653
一个人	4476555
电话	4470310
业务	4467136
间	4464230
睡	4464165
经	4464018
学	4458826
经营	4454772
条件	4445457
女人	4439772
可是	4439141
一切	4433800
儿	4422334
为什么	4421303
仅	4421040
终于	4420176
相关	4420111
进一步	4419307
口	4395540
精神	4369869
功能	4366570
人们	4352946
按	4351295
历史	4350507
左右	4345575
男人	4342420
房	4335980
接	4335624
台	4332149
当时	4319095
幸福	4296331
座	4292815
文	4290202
线	4287870
呀	4283819
处理	4271255
银行	4268740
质量	4267489
采用	4267110
许多	4256637
下午	4251438
主	4249958
这次	4246131
价	4242287
刚	4241925
近	4235874
生	4223429
控制	4219934
无法	4213049
玩	4207147
利用	4206796
拉	4195602
内容	4171461
不错	4169385
搞	4167691
造成	4156062
行为	4154392
目标	4150546
约	4147327
只要	4142480
思想	4139244
以来	4134724
有人	4125753
突然	4107628
回复	4100513
销售	4099072
报告	4092602
红	4084578
交	4078349
球	4056497
每天	4042837
产业	4020888
如此	4016557
实施	4015009
汽车	4011306
原来	4006582
重	4004920
盘	4002759
举行	3977472
来自	3956625
媒体	3950720
全部	3939595
积极	3937116
调整	3935207
版	3932903
产生	3920035
是否	3914584
明天	3889610
城	3889587
健康	3887813
资源	3886504
来说	3885076
穿	3884646
品牌	3883548
喝	3881270
严重	3880758
块	3871951
局	3869608
现场	3865006
党	3863164
早	3857863
几个	3850223
男	3847599
保护	3845883
变化	3827149
数	3821613
才能	3821162
医院	3813656
分钟	3812320
显示	3808084
参与	3801405
坐	3800762
专家	3798777
套	3797896
关于	3792407
看看	3786743
军	3783993
真正	3779722
特别	3775279
自然	3773233
海	3771897
分别	3769793
讲	3768916
脸	3762905
上市	3759924
取得	3749367
专业	3742529
超过	3739835
仍	3736587
注意	3732141
游戏	3730749
未来	3724123
最近	3710081
重点	3704151
坚持	3692599
电影	3689714
句	3688439
较	3685900
晚上	3682819
单	3677217
不仅	3669932
法律	3667169
帮助	3665880
结束	3662104
眼	3645724
只能	3644329
本报讯	3629640
整个	3626881
／	3621676
拥有	3617376
_	3610233
除了	3600277
带来	3580695
改变	3580003
办法	3578828
帮	3573358
共	3571523
书	3571022
结构	3569079
楼	3562632
拍	3552042
保持	3551557
类	3542739
某	3535457
价值	3529209
不少	3515814
检查	3513612
求	3503239
认识	3502311
越来越	3500405
变	3496479
农村	3463634
包	3463373
任务	3461212
新华社	3460234
按照	3459334
推荐	3458502
选	3449795
考虑	3448267
靠	3446143
快乐	3444915
科技	3441620
全面	3440739
香港	3426134
当然	3415900
受到	3411560
者	3409854
另外	3407133
期	3391242
晚	3391123
字	3389991
干部	3386347
开展	3386274
边	3385425
多少	3379566
相信	3375201
昨日	3368882
管	3367058
王	3366522
另	3363879
指	3355239
有效	3353274
容易	3353168
而是	3345161
收入	3344245
人士	3328393
不到	3324045
十分	3322602
政治	3321824
之前	3320370
交易	3318120
正常	3309730
新闻	3304239
地址	3301704
购	3297746
短	3282018
收	3272015
并不	3265140
特	3254880
改	3245913
克	3243129
原	3236891
马	3232602
实际	3224970
最终	3220240
传统	3212766
换	3211325
保证	3205343
首	3204713
药	3201514
常	3201158
效果	3197671
责任	3196995
店	3193100
卖	3193070
有的	3183017
回家	3177831
科学	3176962
哥	3173650
共同	3171388
气	3166410
措施	3161946
指出	3161510
神	3160397
难	3149843
意义	3146781
经验	3146701
有点	3144740
创新	3141334
建议	3129970
伤	3129697
哈	3128646
之一	3127581
黑	3124421
办	3111258
白	3109093
期间	3107363
飞	3105818
真是	3100686
程度	3100422
患者	3082262
以前	3076134
资产	3074499
法	3072162
远	3061803
山	3059848
采取	3056043
正式	3052059
家庭	3047727
动	3047197
具体	3044948
权	3040475
肯定	3039742
光	3038601
段	3033562
血	3031933
回来	3024352
亲	3022054
联系	3021028
斯	3020797
导致	3018128
吨	3017990
定	3017491
更加	3017452
案	3017056
深	3016729
身体	3014124
结合	3013619
引起	3010810
优势	3009827
开心	3008908
西	3002467
讯	3002258
因素	3001682
风	3000084
老师	2997668
不想	2996358
很大	2991517
★	2990477
油	2990097
人生	2987205
公	2987187
言	2984423
活	2974905
数据	2974788
物	2962972
们	2962827
行动	2959158
音乐	2958512
友	2954282
减少	2947704
压力	2946579
妈	2938594
范围	2936978
促进	2934679
层	2931775
竞争	2929836
简单	2927310
跑	2925078
消费者	2925044
干	2922650
农民	2920985
最好	2918438
用户	2914726
冷	2914595
相	2913113
充分	2912869
利益	2905000
需求	2902881
病	2893603
尔	2893166
风险	2892493
运动	2891104
还要	2888314
空间	2884933
装	2883466
全球	2880001
想到	2876807
力量	2865432
上午	2861780
发表	2860185
根本	2860153
永远	2858303
半	2854116
旅游	2852386
集团	2849908
木	2844320
分享	2840136
生命	2837355
性	2837077
速度	2832473
方案	2831948
辆	2823548
规划	2822481
革命	2822287
懂	2817020
台湾	2814651
当地	2812399
社会主义	2810778
掉	2809049
值	2802005
发挥	2801870
大量	2798806
金融	2797092
曾经	2795503
爱情	2793127
事件	2792950
是不是	2788095
工业	2787755
份	2778148
衣	2771469
歌	2763966
细胞	2761921
客户	2761611
综合	2759279
总是	2757109
于是	2755669
既	2753906
热	2750130
状态	2748628
转发	2747924
现	2746432
双方	2746415
应用	2744364
持续	2743059
执行	2739661
冠军	2736575
最高	2735168
交通	2733925
妈妈	2733513
牛	2731763
电视	2728539
再次	2728165
理论	2727078
［	2723784
意见	2708897
稳定	2704720
首先	2700575
支	2693426
战略	2691918
］	2690506
以为	2687205
感	2684347
成本	2683936
让人	2683759
心里	2677675
推出	2669012
底	2665829
面对	2663082
很好	2654919
平均	2654181
宝	2653766
证	2652143
知识	2646202
离开	2646109
刚刚	2643675
团	2641624
土地	2640832
大学	2616716
尽管	2615655
体	2615500
厂	2615188
以下	2614921
说明	2611367
下降	2605653
杯	2603357
表	2602315
广州	2601827
现象	2598802
心情	2597962
投	2587278
同样	2585853
对方	2585182
并且	2580767
哪	2578497
杀	2577297
电脑	2576740
差	2575850
农业	2574998
确定	2574419
几乎	2573903
错	2571415
购买	2570096
狗	2568477
派	2568036
村	2565467
困难	2559565
统一	2558887
行政	2557166
领域	2557020
人才	2555683
里面	2555210
且	2554791
资料	2553938
设备	2540252
模式	2536099
谢谢	2528380
英国	2521391
极	2517411
经常	2517369
代	2517147
统计	2514976
来到	2508241
宣传	2507075
第一次	2505749
服	2500775
往	2499192
消费	2498519
成绩	2497433
规模	2496351
此次	2495102
户	2493060
投资者	2486908
安排	2485762
下来	2485627
同志	2485028
重大	2481380
明确	2480347
哭	2479603
训练	2475819
排	2474218
负责	2467076
色	2462542
居民	2461925
清	2461689
实行	2459262
满	2457939
都会	2456798
关键	2455404
采访	2452103
长期	2447058
成立	2438618
县	2432536
嘛	2432483
公布	2431240
若	2428982
心理	2427764
事业	2420178
节	2419023
绝对	2418401
保	2417716
可爱	2416266
市民	2415812
集中	2414858
形式	2411513
倍	2405792
反	2405389
股东	2401848
良好	2400232
倒	2399404
轮	2393416
儿子	2389621
幅	2389602
属于	2386487
投入	2383906
建筑	2383832
出口	2383789
现代	2383226
监督	2380924
后来	2379750
广告	2374480
目的	2369260
负责人	2366659
机制	2361434
体系	2358506
保障	2357266
今日	2351756
感到	2344672
连续	2344389
些	2344133
赛	2340983
令	2339519
仍然	2339173
似乎	2336352
挺	2333515
房地产	2331878
故事	2328736
初	2327589
留	2327376
时代	2327266
也许	2327195
联合	2324124
方向	2322886
民族	2319574
劳动	2319046
型	2317516
眼睛	2316150
相当	2312692
酒	2310770
特别是	2310713
无论	2310098
认真	2307914
梦	2302502
龙	2295906
流	2295279
位置	2289796
末	2289579
迅速	2288069
期待	2286125
商业	2285215
战	2281617
作品	2279339
票	2277946
联	2277044
校	2272929
量	2270483
阶段	2269287
扩大	2268370
好好	2267174
易	2266236
上涨	2266059
明	2263980
降低	2260675
教学	2258194
然而	2258164
培养	2256123
面积	2256063
贷款	2252168
召开	2250018
怕	2249707
先生	2248041
值得	2247536
科	2246064
中央	2245850
讨论	2245799
唯	2244851
术	2244605
建	2243332
升	2241323
韩国	2240254
声音	2237408
唱	2235244
说道	2234726
担	2232104
抢	2227698
东	2227600
看来	2225313
考试	2225151
材料	2225109
附近	2223523
世纪	2223426
愿意	2219013
职工	2216038
新浪	2215812
平方米	2215133
人民币	2209443
夜	2208635
商品	2206271
秒	2206221
感谢	2204787
睡觉	2202995
就要	2201058
反应	2201040
满足	2199267
发布	2198728
原则	2198319
证明	2194117
身边	2192839
反映	2191037
广大	2190164
利	2188187
特点	2184989
算	2182170
逼	2179216
立即	2178726
即使	2178086
每年	2177341
星	2177002
网站	2173835
比如	2170874
翻	2169216
电子	2167698
需	2166327
到底	2165014
记得	2163744
及时	2163370
理解	2162925
照片	2161668
情	2158653
巨大	2156717
恢复	2154886
相对	2154664
创造	2154110
重新	2150465
父母	2150456
从而	2150279
过来	2150245
知	2144891
居然	2143113
表明	2140663
食品	2140171
操作	2139438
取	2138471
客	2138167
重视	2137809
艺术	2136623
黄	2136383
变成	2136378
停	2136065
每个	2132753
此外	2131504
不再	2131338
好像	2129764
不了	2128877
哇	2121836
宣布	2114731
男子	2112579
清楚	2109154
事故	2105843
假	2105617
粉	2102834
华	2101425
南	2099386
委员会	2091097
累	2090262
剑	2088711
不可	2087964
月份	2084178
明白	2082348
死亡	2080502
通	2079919
合同	2079447
完善	2077096
除	2076961
现实	2076948
今晚	2075718
机关	2073255
德	2072636
年代	2072559
抓	2070653
青年	2068527
解释	2067656
唔	2067201
陪	2067094
班	2066829
欢迎	2065915
抱	2062074
普通	2061735
依然	2059195
痛	2058117
交流	2057769
制	2057042
步	2052460
强调	2052208
平	2051618
胜	2051530
透露	2051262
整体	2049719
加入	2049378
选手	2047641
正是	2046086
培训	2045148
一段	2044039
习惯	2042182
竟然	2039111
职业	2037945
区域	2037145
去了	2037069
公开	2034367
教师	2033953
左	2033323
提	2031257
不用	2028991
鱼	2028606
它们	2024150
防	2021321
委	2020338
享受	2018603
哪里	2017051
合理	2016994
球员	2016441
．	2016309
不敢	2015144
比例	2013745
脚	2010834
手术	2010605
亮	2008674
费用	2005067
院	2002115
预计	1999587
免费	1998263
姐	1998155
下去	1997508
至少	1996345
考	1992002
遇到	1991551
不管	1991296
状况	1989084
肉	1987246
上升	1983343
推动	1983139
回到	1982239
家里	1982174
传	1980953
来源	1980211
啥	1978372
听到	1975553
对手	1975079
基	1971955
出去	1967909
鞋	1967543
符合	1967336
确实	1966069
时尚	1966016
想要	1965338
证券	1963588
并没有	1959957
医疗	1958670
毛	1958184
同学	1955697
人类	1953679
离	1951415
制定	1950886
北	1950181
端	1949715
公里	1948202
态度	1947459
股票	1945572
怎样	1945502
利润	1945244
体育	1944948
实力	1944404
欧洲	1942904
推	1941834
数量	1941019
载	1940880
那样	1939848
她们	1938149
社区	1937650
挂	1936786
直	1933805
保险	1933370
组成	1932912
处于	1932555
针对	1932399
经历	1932227
丰富	1931132
改善	1929343
群	1928885
才是	1927232
落	1924707
更是	1923740
规范	1923680
推进	1918704
先进	1918684
指导	1911976
忙	1911546
作者	1908959
那里	1905367
各地	1903959
德国	1900732
道路	1900283
女孩	1897886
心中	1897050
警方	1893038
独立	1892599
发行	1891298
深圳	1888259
所谓	1886321
相比	1883477
不足	1882454
体现	1881940
犯罪	1880670
近日	1878864
放弃	1877570
每次	1872090
自由	1871193
感情	1870043
任	1869955
式	1867715
适合	1866986
时期	1863930
指标	1863193
工作人员	1862560
人家	1861769
投票	1859828
内部	1857331
手段	1855730
天气	1855577
瓶	1855268
主席	1853308
高度	1852073
读	1849464
胜利	1848769
首次	1848054
如今	1847799
教	1847051
父亲	1844474
软件	1843918
往往	1840520
民	1839741
增强	1838775
具	1837913
观众	1835609
女儿	1835470
一边	1832625
马上	1827711
运	1826479
工人	1826455
一份	1823679
抗	1822678
实践	1820045
巴	1817799
滴	1816904
节目	1815858
业	1815246
失去	1813695
置	1813326
立	1812106
银	1811595
申请	1810675
球队	1807727
年轻	1805946
对此	1805939
快速	1805149
美丽	1805024
应当	1803246
正确	1801974
说话	1801458
观察	1800356
严格	1798180
加快	1796421
核心	1795122
突破	1792516
地位	1788953
形象	1786214
顶	1785208
不知	1781776
篇	1781666
总统	1781610
视频	1780071
协议	1779883
随后	1779133
老人	1776058
女性	1775774
基地	1774977
同意	1772310
评论	1770985
右	1769990
临床	1768392
表达	1766427
名字	1765890
石	1764580
贸易	1762572
儿童	1761777
通知	1761280
敢	1759286
医生	1758616
床	1756978
晚安	1756606
纸	1756432
难以	1755358
空	1755273
增	1754670
画	1754654
很快	1754324
举办	1754009
工	1752973
猫	1748687
试	1747663
当前	1745785
母亲	1745743
谈	1744406
人物	1743773
日子	1743121
实	1742380
有限公司	1741816
资本	1741323
招	1740670
加上	1739983
看见	1739832
击	1739003
指数	1737790
回答	1736380
评价	1736031
女子	1733192
更好	1732520
第	1732367
著名	1731716
调	1731453
加油	1731119
法国	1731108
#	1729514
设施	1728392
系列	1725483
板	1724545
卫生	1724424
老板	1721534
安	1721298
朝	1720059
含	1716080
香	1714448
结婚	1714056
尽	1713976
根	1712841
亦	1710590
精彩	1709883
合	1709797
春	1709033
上述	1708796
亚	1708542
雪	1707566
当年	1706017
俄罗斯	1705638
令人	1705528
较大	1705042
架	1702352
位于	1702278
不可能	1701879
有所	1701494
照	1700910
深入	1700898
本来	1699030
牌	1698170
落实	1695488
镇	1694888
尤其是	1692993
菜	1686135
改造	1685904
林	1684704
刀	1684609
火	1683003
象	1681833
甲	1680754
货	1679809
紧张	1679216
乱	1678814
今后	1678339
成员	1678147
师	1677856
飞机	1674767
和平	1673726
实验	1672617
感受	1672384
破	1672339
吃饭	1669599
赢	1668896
素质	1668160
给予	1665771
之中	1665668
供应	1663920
追	1663868
官员	1663042
面临	1662987
获	1662883
准	1662405
皮	1661628
开放	1661490
漂亮	1660274
数字	1659807
流通	1659715
员工	1659645
病人	1659533
自身	1659401
街	1658460
队伍	1658085
股份	1657565
编辑	1654975
不够	1653027
品	1651932
制造	1650659
就业	1649121
记	1648943
为主	1646174
计算	1645259
南京	1644416
突出	1642971
食	1642346
特色	1640849
大型	1637304
早上	1636879
体制	1632865
趋势	1632271
优秀	1631793
爆	1629970
案件	1629031
必要	1628373
充满	1627933
每一	1627596
＂	1626557
顺利	1625804
运行	1625450
事实	1625258
有着	1624639
产	1620843
饭	1618796
势	1616707
年龄	1615325
质	1614742
真实	1614710
图片	1611809
提升	1610791
大会	1608713
显	1608647
笔	1608287
查	1607904
领	1607298
收购	1607038
蓝	1606392
专门	1605655
工资	1605161
逐步	1604344
语	1604321
忘	1604281
吸引	1603278
展	1601588
咯	1601446
对象	1599297
股权	1597974
副	1596191
距离	1593903
战争	1592167
变得	1590508
国外	1590294
发出	1590162
损失	1590129
秋	1589094
逐渐	1588613
方便	1586325
协会	1585598
在于	1584567
英	1584529
文件	1584346
反对	1584304
试验	1584222
缺乏	1583417
意识	1582960
配合	1580539
乐	1580076
关心	1579851
明年	1578089
补	1576887
轻	1576752
广	1573188
腿	1573181
不得	1569062
全省	1563209
普遍	1563156
成长	1563012
特殊	1561398
及其	1560523
成熟	1559904
展开	1559516
颗	1558504
创	1555534
高兴	1554692
学会	1553692
室	1553500
最新	1553141
伟大	1552059
涨	1551489
设	1550144
奥	1549280
主动	1549050
住房	1548884
很难	1546277
估计	1545118
强烈	1545098
斗争	1544032
广泛	1543446
近期	1543400
一旦	1542847
维	1541603
脑	1541078
加大	1540851
持	1540086
据悉	1540053
爸爸	1539349
萌	1539247
属	1538814
云	1538719
器	1538643
足球	1538009
联赛	1537260
矛盾	1534002
弄	1533656
树	1531418
监	1529721
房子	1528535
拍摄	1526880
魔	1526863
祝	1526790
℃	1526556
控	1525548
强大	1522928
丝	1520442
帅	1519852
^	1518856
傻	1518788
部队	1514877
集	1513931
×	1513290
收到	1511523
和谐	1511179
娱乐	1510796
本身	1510786
配	1510209
语言	1508409
一致	1508397
尼	1508346
队员	1507608
布	1507474
小组	1502879
用于	1501069
限制	1500606
即将	1497231
平台	1496056
样子	1494022
养	1493922
追求	1491661
使得	1491166
维护	1491166
等待	1491151
掌握	1490983
→	1489547
毛主席	1487595
测试	1486970
侧	1486856
皮肤	1486662
届	1485620
避免	1483993
品种	1480607
望	1480170
贴	1476887
亚洲	1475636
休息	1474359
程序	1473901
理由	1473645
足	1473404
环	1472506
鸡	1470725
伊拉克	1470354
第一个	1469568
并不是	1469406
文章	1468231
彻底	1468051
风格	1467720
上班	1465310
一批	1463837
关	1463591
最佳	1463287
军事	1462539
满意	1462080
广东	1461278
成果	1459880
化	1459853
集体	1459247
此时	1458467
洗	1458451
好多	1458322
明星	1457635
宝贝	1455833
压	1454691
留下	1453169
剧	1453125
世	1452037
嘴	1451793
苦	1451321
圈	1451007
美好	1450689
其它	1450200
兄弟	1449887
登记	1448947
车辆	1448656
当天	1448594
久	1448556
感动	1448124
难道	1447812
挑战	1447219
要是	1446531
妹	1445566
今	1444843
提前	1444387
审计	1443806
不如	1442962
想起	1441864
亩	1441551
主题	1441541
检测	1440074
主任	1439284
那种	1438472
個	1438178
承担	1437473
全市	1437386
等等	1436934
课	1435527
波	1434798
打开	1431808
实际上	1431379
体验	1429874
适应	1428313
观	1427187
监管	1427140
杭州	1426297
各级	1422914
表演	1421909
启动	1421542
办公室	1420524
教授	1420431
就算	1417049
额	1416917
动物	1416652
刚才	1415226
意思	1414729
好看	1414439
猪	1409322
觉	1408448
急	1407521
李	1406196
升级	1406088
哎	1406038
形势	1405792
国务院	1405710
显得	1404666
先后	1402082
意	1401560
办理	1399662
实在	1399447
存	1398860
涉及	1398736
角度	1398477
纷纷	1396354
题	1396225
承认	1395812
寻找	1394988
执法	1392050
伊朗	1390643
整	1390482
厦门	1390202
制作	1388939
人口	1387881
身份	1387614
不起	1386854
支付	1386571
茶	1384389
推广	1384176
跳	1383525
疾病	1383034
罗	1382523
协调	1382418
复杂	1382024
净	1380450
摄	1379993
环保	1379533
般	1378728
跌	1378661
格	1373527
情绪	1372674
动作	1372066
始终	1371978
大部分	1371342
文明	1371173
相互	1368536
费	1366920
忘记	1365648
显然	1364582
冲	1364565
慢慢	1364528
进口	1362387
痛苦	1362101
贡献	1361778
梦想	1359667
韩	1358925
危险	1358488
错误	1357845
概念	1355997
理想	1355294
虽	1354009
许	1353620
抽	1353424
完美	1351572
民警	1350566
居	1349438
呵呵	1348085
旧	1347949
中午	1346954
相应	1346150
咨询	1345319
民主	1345115
输	1344879
自我	1344158
药品	1343818
拒绝	1343392
出席	1343090
青	1341875
必	1341390
多次	1340319
预期	1339746
确保	1338025
石油	1337805
收益	1337423
理	1336681
受伤	1335233
背	1333515
破坏	1332067
物质	1331362
众多	1331066
妻子	1330676
周围	1328408
毕业	1327506
错过	1326893
沿	1325564
书记	1323894
公共	1323649
待	1323625
墙	1323216
铁	1322217
核	1321706
财政	1321030
高级	1320207
春节	1320080
|	1318739
鸟	1318454
列	1317848
经典	1315984
素	1315634
奇	1314345
土	1314154
史	1313694
加工	1313490
偏	1313020
各项	1312504
批准	1311022
上面	1310429
司机	1310305
已有	1310294
果然	1309714
解	1308949
阳光	1308906
注册	1308323
打击	1307292
雨	1306669
固定	1305819
药物	1304360
股市	1302555
回去	1302474
秀	1301263
轻松	1299538
切	1297335
转移	1296688
源	1295608
后面	1294860
缺	1294752
印度	1293656
记录	1291962
鼓励	1290657
速	1290122
爸	1289274
这时	1285592
游	1285463
公告	1285428
竟	1284486
生态	1283565
主持人	1282959
两国	1282480
进步	1282365
姐姐	1279753
人数	1279699
朝鲜	1279050
家长	1278162
提醒	1277629
收费	1277247
驻	1276661
封	1276309
直到	1276279
组合	1274081
弱	1273865
之外	1273406
烧	1272294
大大	1272017
从事	1271865
力度	1271292
下跌	1271240
退	1270521
饿	1268808
温暖	1268580
膜	1268186
草	1267268
重庆	1266255
警察	1265423
降	1264994
真心	1264590
施工	1264360
雷	1264293
蛋	1262156
移动	1261690
演出	1261512
供	1260497
感染	1260354
紧	1260345
观念	1259302
京	1258981
一部分	1258550
观点	1258069
昨晚	1257819
性能	1257523
船	1254500
论坛	1254218
各个	1253962
桥	1253425
俱乐部	1252091
状	1250124
治	1249249
至今	1247938
冬	1246401
为此	1245518
英语	1244928
超级	1243524
铁路	1243123
社	1241976
税	1241660
黄金	1239496
困	1238238
诊断	1237100
刺激	1236885
依法	1236351
遍	1234983
怪	1234837
高校	1234617
总结	1234391
某些	1232701
承诺	1231815
能源	1231655
显著	1231645
酒店	1231322
近年来	1230787
半年	1230511
负	1229780
道德	1229736
贵	1228605
不但	1228586
成都	1228476
最低	1228263
一半	1227406
宝宝	1227222
玉	1226690
热情	1226425
一系列	1221597
律师	1220997
新年	1220074
瘦	1219941
差异	1218822
纳	1218571
伤害	1218525
特征	1218357
有时	1218290
羊	1217531
回忆	1216463
测	1216186
君	1215979
否则	1215433
尚	1214692
喜	1214518
污染	1214428
救	1213869
分配	1213649
顿	1213458
來	1213202
运用	1212794
具备	1212098
中国队	1211439
设立	1211312
陈	1211188
多年	1210552
构成	1210263
不在	1210143
铜	1209979
权利	1209618
防止	1208716
英雄	1208154
天天	1207998
呈	1207736
借	1206612
运营	1205472
患	1204344
出台	1203741
毒	1203040
哟	1202461
财务	1201381
折	1201290
动力	1199531
